,canonical_units,grib,amip,description,id
3544,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Se"" means the element ""selenium"" and ""79Se"" is the isotope ""selenium-79"" with a half-life of 2.37e+07 days.",surface_radioactivity_content_of_79Se
3545,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Se"" means the element ""selenium"" and ""81mSe"" is the metastable state of the isotope ""selenium-81"" with a half-life of 3.97e-02 days.",surface_radioactivity_content_of_81mSe
3546,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Se"" means the element ""selenium"" and ""81Se"" is the isotope ""selenium-81"" with a half-life of 1.28e-02 days.",surface_radioactivity_content_of_81Se
3547,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Br"" means the element ""bromine"" and ""82Br"" is the isotope ""bromine-82"" with a half-life of 1.47e+00 days.",surface_radioactivity_content_of_82Br
3548,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Br"" means the element ""bromine"" and ""82mBr"" is the metastable state of the isotope ""bromine-82"" with a half-life of 4.24e-03 days.",surface_radioactivity_content_of_82mBr
3549,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Br"" means the element ""bromine"" and ""83Br"" is the isotope ""bromine-83"" with a half-life of 1.00e-01 days.",surface_radioactivity_content_of_83Br
3550,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Kr"" means the element ""krypton"" and ""83mKr"" is the metastable state of the isotope ""krypton-83"" with a half-life of 7.71e-02 days.",surface_radioactivity_content_of_83mKr
3551,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Se"" means the element ""selenium"" and ""83mSe"" is the metastable state of the isotope ""selenium-83"" with a half-life of 8.10e-04 days.",surface_radioactivity_content_of_83mSe
3552,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Se"" means the element ""selenium"" and ""83Se"" is the isotope ""selenium-83"" with a half-life of 1.56e-02 days.",surface_radioactivity_content_of_83Se
3553,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Br"" means the element ""bromine"" and ""84Br"" is the isotope ""bromine-84"" with a half-life of 2.21e-02 days.",surface_radioactivity_content_of_84Br
3554,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Br"" means the element ""bromine"" and ""84mBr"" is the metastable state of the isotope ""bromine-84"" with a half-life of 4.16e-03 days.",surface_radioactivity_content_of_84mBr
3555,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Kr"" means the element ""krypton"" and ""85Kr"" is the isotope ""krypton-85"" with a half-life of 3.95e+03 days.",surface_radioactivity_content_of_85Kr
3556,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Kr"" means the element ""krypton"" and ""85mKr"" is the metastable state of the isotope ""krypton-85"" with a half-life of 1.83e-01 days.",surface_radioactivity_content_of_85mKr
3557,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Rb"" means the element ""rubidium"" and ""86mRb"" is the metastable state of the isotope ""rubidium-86"" with a half-life of 7.04e-04 days.",surface_radioactivity_content_of_86mRb
3558,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Rb"" means the element ""rubidium"" and ""86Rb"" is the isotope ""rubidium-86"" with a half-life of 1.87e+01 days.",surface_radioactivity_content_of_86Rb
3559,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Kr"" means the element ""krypton"" and ""87Kr"" is the isotope ""krypton-87"" with a half-life of 5.28e-02 days.",surface_radioactivity_content_of_87Kr
3560,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Rb"" means the element ""rubidium"" and ""87Rb"" is the isotope ""rubidium-87"" with a half-life of 1.71e+13 days.",surface_radioactivity_content_of_87Rb
3561,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Kr"" means the element ""krypton"" and ""88Kr"" is the isotope ""krypton-88"" with a half-life of 1.17e-01 days.",surface_radioactivity_content_of_88Kr
3562,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Rb"" means the element ""rubidium"" and ""88Rb"" is the isotope ""rubidium-88"" with a half-life of 1.25e-02 days.",surface_radioactivity_content_of_88Rb
3563,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Kr"" means the element ""krypton"" and ""89Kr"" is the isotope ""krypton-89"" with a half-life of 2.20e-03 days.",surface_radioactivity_content_of_89Kr
3564,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Rb"" means the element ""rubidium"" and ""89Rb"" is the isotope ""rubidium-89"" with a half-life of 1.06e-02 days.",surface_radioactivity_content_of_89Rb
3565,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Sr"" means the element ""strontium"" and ""89Sr"" is the isotope ""strontium-89"" with a half-life of 5.21e+01 days.",surface_radioactivity_content_of_89Sr
3566,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Y"" means the element ""yttrium"" and ""90mY"" is the metastable state of the isotope ""yttrium-90"" with a half-life of 1.33e-01 days.",surface_radioactivity_content_of_90mY
3567,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Sr"" means the element ""strontium"" and ""90Sr"" is the isotope ""strontium-90"" with a half-life of 1.02e+04 days.",surface_radioactivity_content_of_90Sr
3568,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Y"" means the element ""yttrium"" and ""90Y"" is the isotope ""yttrium-90"" with a half-life of 2.67e+00 days.",surface_radioactivity_content_of_90Y
3569,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Y"" means the element ""yttrium"" and ""91mY"" is the metastable state of the isotope ""yttrium-91"" with a half-life of 3.46e-02 days.",surface_radioactivity_content_of_91mY
3570,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Sr"" means the element ""strontium"" and ""91Sr"" is the isotope ""strontium-91"" with a half-life of 3.95e-01 days.",surface_radioactivity_content_of_91Sr
3571,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Y"" means the element ""yttrium"" and ""91Y"" is the isotope ""yttrium-91"" with a half-life of 5.86e+01 days.",surface_radioactivity_content_of_91Y
3572,Bq m-2,,,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Content"" indicates a quantity per unit area. ""Radioactivity"" means the number of radioactive decays of a material per second. ""Sr"" means the element ""strontium"" and ""92Sr"" is the isotope ""strontium-92"" with a half-life of 1.13e-01 days.",surface_radioactivity_content_of_92Sr
